Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,6.790990,6.836440,6.545530,6.572800,5.580840,1848968
2015-01-05,6.572800,6.581900,6.336440,6.454620,5.480495,2093055
2015-01-06,6.418260,6.754630,6.363710,6.627350,5.627157,1866568
2015-01-07,6.681900,7.045540,6.618260,6.772810,5.750665,1728960
2015-01-08,6.890990,7.045540,6.800080,6.854630,5.820137,1113517
2015-01-09,6.772810,6.772810,6.472800,6.527350,5.542249,1973157
2015-01-12,6.545530,6.554620,6.363710,6.363710,5.403306,1731380
2015-01-13,6.445530,6.600080,6.381890,6.509170,5.526813,1984047
2015-01-14,6.400080,6.563710,6.272800,6.436440,5.465059,2223624
2015-01-15,6.381890,6.472800,6.236440,6.254620,5.310680,1712130
2015-01-16,6.281890,6.445530,6.209160,6.327350,5.372434,1757559
2015-01-19,6.272800,6.454620,6.109160,6.227350,5.287526,874820
2015-01-20,6.318260,6.500080,6.254620,6.427350,5.457341,1836538
2015-01-21,6.390980,6.545530,6.245530,6.500080,5.519095,1584751
2015-01-22,6.600080,6.763720,6.536440,6.590990,5.596285,2814867
2015-01-23,6.490990,6.627350,6.290980,6.381890,5.418742,2398302
2015-01-26,6.454620,6.454620,6.172800,6.309170,5.356997,2248263
2015-01-27,6.209160,6.427350,6.172800,6.354620,5.395588,3198762
2015-01-28,6.263710,6.436440,6.200070,6.263710,5.318398,3724116
2015-01-29,6.272800,6.454620,6.254620,6.381890,5.418742,2937515
2015-01-30,6.263710,6.427350,6.090980,6.263710,5.318398,3971283
2015-02-02,6.336440,6.400080,6.136440,6.400080,5.434187,1556592
2015-02-03,6.445530,6.481890,6.236440,6.336440,5.380151,5057630
2015-02-04,6.372800,6.409170,6.181890,6.290980,5.341552,2284123
2015-02-05,6.300070,6.618260,6.272800,6.590990,5.596285,2899566
2015-02-06,6.472800,6.554620,6.263710,6.336440,5.380151,2659659
2015-02-09,6.372800,6.636440,6.327350,6.636440,5.634876,1920467
2015-02-10,6.500080,6.663720,6.363710,6.427350,5.457341,2017706
2015-02-11,6.327350,6.463710,6.227350,6.281890,5.333834,1985587
2015-02-12,6.309170,6.518260,6.290980,6.354620,5.395588,2408862
2015-02-13,6.363710,6.627350,6.345530,6.600080,5.604003,1911447
2015-02-18,6.436440,6.900080,6.436440,6.618260,5.619440,2207454
2015-02-19,6.627350,6.900080,6.618260,6.745530,5.727502,1046418
2015-02-20,6.790990,6.827350,6.581900,6.663720,5.658039,1774169
2015-02-23,6.590990,6.690990,6.372800,6.372800,5.411024,2462431
2015-02-24,6.427350,6.481890,6.300070,6.381890,5.418742,2683308
2015-02-25,6.363710,6.363710,6.236440,6.290980,5.341552,3913864
2015-02-26,6.309170,6.563710,6.309170,6.463710,5.488214,2371022
2015-02-27,6.481890,6.581900,6.127350,6.145530,5.218053,4423598
2015-03-02,6.172800,6.454620,6.154620,6.409170,5.441905,2929045
2015-03-03,6.409170,6.490990,6.318260,6.436440,5.465059,2709818
2015-03-04,6.345530,6.400080,6.045530,6.090980,5.171736,3663287
2015-03-05,6.145530,6.163710,5.836430,6.000070,5.094546,9744675
2015-03-06,6.100070,6.318260,6.063710,6.209160,5.272080,4660645
2015-03-09,6.136440,6.154620,5.945520,6.054620,5.140863,3080624
2015-03-10,6.018250,6.318260,5.981890,6.281890,5.333834,3076444
2015-03-11,6.181890,6.354620,6.163710,6.345530,5.387870,3730166
2015-03-12,6.363710,6.490990,6.227350,6.281890,5.333834,4432618
2015-03-13,6.345530,6.345530,6.109160,6.300070,5.349270,3730496
2015-03-16,6.290980,6.418260,6.172800,6.400080,5.434187,3724996
2015-03-17,6.409170,6.727350,6.290980,6.618260,5.619440,5311837
2015-03-18,6.700080,6.900080,6.590990,6.872810,5.835573,3891754
2015-03-19,6.809170,7.118270,6.763720,6.818260,5.789256,8923755
2015-03-20,6.954630,7.172810,6.845540,7.154630,6.074861,13612669
2015-03-23,7.136450,7.263720,7.054630,7.127360,6.051707,2759757
2015-03-24,7.190990,7.318270,7.145540,7.318270,6.213805,2517320
2015-03-25,7.318270,7.363720,7.227360,7.227360,6.136615,2010666
2015-03-26,7.227360,7.345540,7.081900,7.136450,6.059424,1975687
2015-03-27,7.172810,7.245540,7.009170,7.036450,5.974516,2648549
2015-03-30,7.181900,7.300090,7.118270,7.190990,6.105734,1664170
2015-03-31,7.236450,7.454630,7.209180,7.272810,6.175205,2314153
2015-04-01,7.318270,7.563730,7.300090,7.327360,6.221523,2623139
2015-04-02,7.472820,7.672820,7.472820,7.572820,6.429938,1599381
2015-04-06,7.609180,8.018280,7.581910,7.763730,6.592036,2358922
2015-04-07,7.909180,7.972820,7.727360,7.818270,6.638345,1647891
2015-04-08,7.863730,8.018280,7.863730,7.909180,6.715535,1646571
2015-04-09,7.909180,8.172820,7.809180,7.936460,6.738698,3573748
2015-04-10,7.936460,7.954640,7.691000,7.809180,6.630627,3760526
2015-04-13,7.772820,7.845550,7.745550,7.754640,6.584319,2308983
2015-04-14,7.836460,7.963730,7.645540,7.654640,6.499410,2025296
2015-04-15,7.763730,7.936460,7.709180,7.818270,6.638345,2827847
2015-04-16,7.836460,7.909180,7.727360,7.727360,6.561154,3005384
2015-04-17,7.636450,7.963730,7.636450,7.918280,6.723262,2663839
2015-04-20,7.945550,7.981910,7.591000,7.600090,6.453093,1908367
2015-04-22,7.645540,7.709180,7.491000,7.700090,6.538001,2660099
2015-04-23,7.645540,8.054640,7.645540,8.018280,6.808169,2341322
2015-04-24,8.145550,8.145550,7.881910,7.954640,6.754135,2392472
2015-04-27,7.927370,8.027370,7.709180,7.881910,6.692381,3358370
2015-04-28,7.818270,7.845550,7.463720,7.636450,6.483964,2315583
2015-04-29,7.509180,7.572820,7.245540,7.363720,6.252395,3710696
2015-04-30,7.291000,7.527360,7.291000,7.454630,6.329585,2918816
2015-05-04,7.181900,7.309180,7.027360,7.090990,6.351213,1669780
2015-05-05,7.081900,7.309180,7.081900,7.090990,6.351213,1866128
2015-05-06,7.136450,7.291000,6.972810,7.272810,6.514064,2772297
2015-05-07,7.090990,7.181900,6.854630,6.863720,6.147653,2187764
2015-05-08,7.000080,7.263720,6.990990,6.990990,6.261645,2346272
2015-05-11,7.136450,7.209180,7.009170,7.009170,6.277929,1187546
2015-05-12,7.036450,7.200090,6.945540,7.109170,6.367496,3576938
2015-05-13,7.363720,7.372810,6.909170,6.945540,6.220937,3643157
2015-05-14,6.927350,7.127360,6.900080,7.027360,6.294221,3709046
2015-05-15,7.081900,7.527360,6.963720,7.527360,6.742058,7253424
2015-05-18,7.409180,7.472820,7.354630,7.454630,6.676916,3804085
2015-05-19,7.372810,7.454630,7.336450,7.454630,6.676916,2607299
2015-05-20,7.436450,7.545540,7.363720,7.418270,6.644349,1606971
2015-05-21,7.372810,7.381910,7.200090,7.254630,6.497781,5784172
2015-05-22,7.309180,7.309180,7.000080,7.163720,6.416356,2844236
2015-05-25,7.072810,7.209180,6.972810,7.072810,6.334930,785171
2015-05-26,7.090990,7.190990,6.981900,7.181900,6.432639,1451873
2015-05-27,7.190990,7.190990,7.063720,7.181900,6.432639,2465951
2015-05-28,7.072810,7.127360,6.981900,7.000080,6.269787,2547240
2015-05-29,7.136450,7.209180,6.890990,6.963720,6.237221,3422500
2015-06-01,6.909170,7.236450,6.881900,7.209180,6.457072,2687048
2015-06-02,7.136450,7.291000,7.054630,7.200090,6.448931,2065776
2015-06-03,7.072810,7.400090,7.072810,7.291000,6.530357,2313933
2015-06-05,7.172810,7.381910,7.100080,7.136450,6.391930,1781319
2015-06-08,7.209180,7.291000,7.081900,7.090990,6.351213,7877557
2015-06-09,7.090990,7.300090,6.963720,7.009170,6.277929,2246503
2015-06-10,7.109170,7.381910,7.063720,7.136450,6.391930,2670988
2015-06-11,7.200090,7.309180,7.081900,7.181900,6.432639,3272461
2015-06-12,7.163720,7.163720,6.954630,7.000080,6.269787,4506207
2015-06-15,7.000080,7.027360,6.827350,6.972810,6.245363,2563520
2015-06-16,6.990990,7.100080,6.936450,7.027360,6.294221,1512152
2015-06-17,6.972810,7.118270,6.890990,6.972810,6.245363,3159053
2015-06-18,7.018260,7.100080,6.900080,7.045540,6.310505,2008576
2015-06-19,7.000080,7.090990,6.972810,6.972810,6.245363,2497630
2015-06-22,7.009170,7.100080,6.981900,7.009170,6.277929,3420630
2015-06-23,7.081900,7.118270,6.954630,6.954630,6.229079,1746889
2015-06-24,6.990990,7.081900,6.954630,6.963720,6.237221,1869538
2015-06-25,7.018260,7.227360,6.836440,7.081900,6.343071,6530293
2015-06-26,7.154630,7.336450,7.154630,7.281900,6.522206,4159601
2015-06-29,7.218270,7.218270,6.963720,7.000080,6.269787,4048172
2015-06-30,7.081900,7.154630,6.990990,7.090990,6.351213,3281371
2015-07-01,7.081900,7.200090,6.945540,6.972810,6.245363,2784727
2015-07-02,7.036450,7.127360,6.981900,7.090990,6.351213,2217684
2015-07-03,7.018260,7.127360,7.000080,7.054630,6.318646,555163
2015-07-06,7.036450,7.081900,6.963720,7.081900,6.343071,1074467
2015-07-07,6.990990,7.081900,6.954630,6.981900,6.253504,3128363
2015-07-08,6.990990,7.236450,6.990990,7.181900,6.432639,2028706
2015-07-10,7.263720,7.318270,7.109170,7.154630,6.408214,1866018
2015-07-13,7.236450,7.272810,7.127360,7.181900,6.432639,3075234
2015-07-14,7.190990,7.263720,7.109170,7.263720,6.505923,1781209
2015-07-15,7.154630,7.409180,7.154630,7.363720,6.595490,2660319
2015-07-16,7.372810,7.454630,7.300090,7.427360,6.652491,2479591
2015-07-17,7.409180,7.591000,7.181900,7.181900,6.432639,3206242
2015-07-20,7.163720,7.300090,7.045540,7.100080,6.359354,2622809
2015-07-21,7.163720,7.209180,7.054630,7.118270,6.375647,2410842
2015-07-22,7.063720,7.263720,7.063720,7.254630,6.497781,2944555
2015-07-23,7.227360,7.227360,6.854630,6.936450,6.212796,2306123
2015-07-24,6.872810,6.981900,6.709170,6.836440,6.123219,2938175
2015-07-27,6.809170,6.945540,6.672810,6.790990,6.082511,2318553
2015-07-28,6.927350,6.990990,6.636440,6.745530,6.041794,3764046
2015-07-29,6.809170,6.954630,6.754630,6.872810,6.155795,2846656
2015-07-30,6.990990,7.045540,6.690990,6.745530,6.041794,2735998
2015-07-31,6.754630,7.090990,6.754630,7.018260,6.286071,3158833
2015-08-03,7.009170,7.018260,6.863720,6.972810,6.245363,1363104
2015-08-04,6.863720,6.990990,6.818260,6.872810,6.155795,1437573
2015-08-05,6.918260,6.918260,6.672810,6.718260,6.017368,3015944
2015-08-06,6.645530,6.845540,6.545530,6.645530,5.952226,3609937
2015-08-07,6.590990,6.700080,6.463710,6.481890,5.805658,3839395
2015-08-10,6.545530,6.545530,6.400080,6.454620,5.781233,4237700
2015-08-11,6.363710,6.427350,6.290980,6.427350,5.756808,6547563
2015-08-12,6.318260,6.400080,6.109160,6.281890,5.626523,6840709
2015-08-13,6.200070,6.281890,6.063710,6.190980,5.545097,4948182
2015-08-14,6.200070,6.300070,6.181890,6.209160,5.561381,3393020
2015-08-17,6.354620,6.672810,6.318260,6.390980,5.724233,8646558
2015-08-18,6.418260,6.490990,6.081890,6.136440,5.496247,6838289
2015-08-19,6.081890,6.209160,5.936430,6.100070,5.463672,3774275
2015-08-20,6.081890,6.254620,6.018250,6.127350,5.488106,3544158
2015-08-21,6.109160,6.154620,5.845520,5.909160,5.292679,3425360
2015-08-24,5.609160,5.927340,5.500070,5.763700,5.162394,4023312
2015-08-25,5.836430,6.027340,5.790980,5.790980,5.186828,3710696
2015-08-26,5.781890,6.045530,5.781890,6.045530,5.414822,2215594
2015-08-27,6.136440,6.345530,5.981890,6.163710,5.520673,3694636
2015-08-28,5.990980,6.127350,5.909160,5.936430,5.317104,3539978
2015-08-31,5.872800,5.927340,5.645520,5.790980,5.186828,4737974
2015-09-01,5.654610,5.763700,5.454610,5.563700,4.983260,4010333
2015-09-02,5.545520,5.590980,5.463700,5.500070,4.926268,3484319
2015-09-03,5.563700,5.800070,5.490970,5.700070,5.105402,4453847
2015-09-04,5.700070,5.754610,5.600070,5.690980,5.097261,2820917
2015-09-08,5.636430,5.909160,5.636430,5.754610,5.154253,3586288
2015-09-09,5.827340,6.000070,5.690980,5.772800,5.170545,5129129
2015-09-10,5.590980,5.727340,5.545520,5.563700,4.983260,4396868
2015-09-11,5.509160,5.854610,5.509160,5.727340,5.129827,2397312
2015-09-14,5.736430,5.945520,5.636430,5.790980,5.186828,2982505
2015-09-15,5.690980,6.254620,5.690980,6.018250,5.390388,5069180
2015-09-16,6.127350,6.445530,6.063710,6.300070,5.642807,8614548
2015-09-17,6.218260,6.336440,6.127350,6.236440,5.585815,4537886
2015-09-18,6.145530,6.181890,5.863710,6.036430,5.406672,4585186
2015-09-21,6.154620,6.154620,5.845520,5.845520,5.235679,3415570
2015-09-22,5.727340,5.918250,5.636430,5.827340,5.219395,3101743
2015-09-23,5.827340,5.890980,5.672790,5.736430,5.137969,3365960
2015-09-24,5.563700,5.963710,5.527340,5.863710,5.251971,3999553
2015-09-25,6.009160,6.009160,5.654610,5.654610,5.064685,2282033
2015-09-28,5.590980,5.718250,5.563700,5.627340,5.040260,918709
2015-09-29,5.709160,5.745520,5.527340,5.718250,5.121686,1248595
2015-09-30,5.772800,5.863710,5.536430,5.536430,4.958835,4679785
2015-10-01,5.554610,5.818250,5.554610,5.818250,5.211254,3065664
2015-10-02,5.781890,6.018250,5.736430,6.000070,5.374104,3466609
