CODIGOS,ABEV3,BTOW3,B3SA3,BBSE3,BRML3,BBDC3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,CCRO3,CMIG4,HGTX3,CIEL3,COGN3,CSAN3,CVCB3,CYRE3,ECOR3,ELET3,ELET6,EMBR3,ENBR3,EGIE3,EQTL3,FLRY3,GGBR4,GOAU4,GOLL4,NTCO3,HYPE3,IGTA3,ITSA4,ITUB4,JBSS3,KLBN11,RENT3,LAME4,LREN3,MGLU3,MRFG3,MRVE3,MULT3,PETR3,PETR4,QUAL3,RADL3,SBSP3,SANB11,CSNA3,SMLS3,SULA11,TAEE11,VIVT4,TIMP3,TOTS3,UGPA3,USIM5,VALE3,WEGE3,YDUQ3,IBOV
27/11/2015,16.305841462,14.209398111,10.30452367,18.66946651,8.1549941899,12.357121971,10.741803452,4.723169634,14.229230821,20.913693201,54.185819751,10.900230896,5.1496593005,12.216980061,20.694633557,8.4166426934,21.761559451,13.134422427,6.6681777825,4.7299629763,5.8184229206,9.5777464632,28.362450541,9.6231135785,20.655480594,6.4893855334,6.7927546096,5.7083500093,1.8546658093,3.45,10.684054578,19.05599276,20.457059486,4.2271914981,12.653335411,12.745060225,20.420846614,7.7813589583,14.767336403,14.151077372,0.1528681884,6.33,5.7953507365,13.561908526,9.0867318068,7.0573517024,10.911177302,38.925937327,16.917401497,11.338249456,5.4886441886,27.00642805,17.074238196,11.399357675,28.533370307,7.0460196845,33.129434267,29.079078406,2.4064185955,11.853203646,11.067880677,11.182601611,45872
30/11/2015,16.36730667,14.248010605,9.9627920182,17.89099798,7.9202292057,12.139798353,10.527465843,4.5274346762,13.406256222,21.386779865,53.543761564,10.602274699,4.8832976126,12.128567705,19.712115686,8.3713919262,20.844736994,12.675176888,6.1597292266,4.522432608,5.6429930838,9.2309199896,29.487636678,9.495125368,20.297573588,6.5415689897,6.6774137188,5.7746160956,1.8546658093,3.41,10.07516812,18.729891962,20.013345588,4.1696786886,12.754305081,11.760300743,20.007708099,7.5182075463,13.988399977,13.569526247,0.13498261036,5.88,5.5792071192,13.015032737,9.1646459059,7.122353626,10.232259603,38.127801754,17.107281471,11.46999945,5.1339358907,27.00642805,16.671945316,11.246174817,27.848448994,6.9105193059,31.234990561,28.063547514,2.117648364,11.737345265,10.742770517,10.703689337,45120
01/12/2015,16.446333365,14.190091863,10.164326069,18.387013327,8.0376116978,12.19033873,10.467650696,4.5529653229,13.406256222,20.938163201,54.769509012,10.908507458,4.5873401815,12.056230323,19.509997724,8.8148494445,21.406939445,12.767025995,6.2597518933,4.8250810617,5.3798483286,9.097525192,28.837744685,9.6791084206,20.382500674,6.3999281797,6.5497148753,5.6042175879,1.7984638151,3.37,10.23214666,18.947292494,19.689804204,4.2820611826,12.853033275,11.059606496,19.324764839,7.1871460924,14.15879232,13.569526247,0.12229455072,5.84,5.8088597125,13.280832702,8.9990784453,6.9552058225,10.045210849,39.031714331,16.817940558,11.392499453,4.7978964506,26.832874587,17.004610583,11.227026959,28.100485202,7.0008528916,32.102888417,28.560128699,1.9540118995,11.44324322,11.230435758,11.014982315,45046
02/12/2015,16.191691791,15.000954255,10.094227269,17.980556307,8.0623238014,12.234466679,10.462150114,4.6210470474,13.513242919,20.938163201,54.691683778,10.949890263,4.735318897,12.377729799,19.431396295,8.8510500582,21.441536518,12.59251269,6.5598198935,4.7559042723,5.6235008797,9.3376358276,29.099641458,9.8790899996,20.479560201,6.3514721131,6.5579535103,5.6042175879,1.7422618209,3.47,10.403395976,19.231585497,19.96712539,4.20713952,12.444344471,11.551986237,20.218493056,7.2493969641,14.442779559,13.166317467,0.12351749622,6.14,5.6467519996,13.409149926,9.2230814802,6.9830637898,10.204548676,37.983560386,16.998778629,11.524249447,4.6485455883,27.836466353,17.259911833,11.310001007,27.964478552,6.7659855688,32.756144867,28.452759795,1.9732632483,11.532365051,11.357652777,11.924915637,44914
03/12/2015,16.463894853,15.744244782,10.33957307,19.496158754,8.1982403713,12.684597946,10.921147639,4.6550879096,14.648947866,21.256273199,55.207275958,11.280952705,4.735318897,12.433992207,20.492515595,9.5931626398,21.986440432,12.445554118,6.5681551158,4.8856107525,5.8379151247,9.5243885441,29.186940383,9.6951069469,20.776805003,6.5508874641,6.5909080506,5.6988834255,1.779729817,3.57,10.940928553,19.482432264,20.660428355,4.3800356646,13.234170024,12.006490614,20.606337376,7.356921197,15.140576773,13.933964952,0.13253671934,6.19,5.9574584494,14.072122251,9.544477139,7.4102192876,10.460874746,37.791238561,17.468957612,12.012499424,4.6952177327,28.455222178,17.453321872,11.488714342,28.206268153,6.6666186245,34.062657768,29.231184355,1.9925145971,11.469979769,11.661560101,12.212263002,46393
04/12/2015,16.27949923,15.541529183,10.129276669,18.545462673,7.8460928949,12.315389154,10.771474533,4.340209934,14.253920059,21.672263196,55.664499213,11.107144923,4.6613295393,12.538479536,20.155652325,9.3578586505,21.536678471,12.307780456,6.4264563379,4.7559042723,5.4578171449,9.097525192,29.051142056,9.5431209469,20.625149492,6.509886177,6.5909080506,5.1498215672,1.6204908334,3.49,11.036067062,18.98073873,19.37550686,4.333930026,12.940281446,11.599330443,20.58947458,7.0032230625,15.010754036,13.569526247,0.12244741891,6.09,5.9101770331,13.473308538,8.8919465591,6.9830637898,10.39159743,37.502755824,16.781772944,11.919499428,4.5458668705,27.798737339,17.213493424,11.488714342,27.579126375,6.4407846603,32.298865352,28.649602787,1.9058835276,11.006546243,11.025475004,12.204281131,45360
07/12/2015,16.332183694,14.460379327,10.120514319,18.979476101,7.839914869,12.285043226,10.661714256,4.2976588562,14.196311837,22.022999861,56.316285555,11.082315239,4.6465316677,12.618854405,20.211796204,9.4664604917,21.709663841,12.261855902,6.4514620046,4.7213158776,5.467563247,9.0708462325,29.216040024,9.6871076838,20.59481839,6.5900250563,6.5909080506,5.0172893945,1.5549218402,3.44,11.207316379,19.632940325,18.959525081,4.2878243875,12.843849257,11.703487696,20.522023394,7.2154419432,15.091893247,13.895194877,0.12825641007,6.25,6.0587757699,13.018087909,8.4147227021,6.6766261501,10.405452893,38.01240866,16.501473935,12.175249416,4.5365324416,27.919470183,17.623522706,11.495096961,27.700021175,6.4136845846,32.616161342,28.16196901,1.8288781326,10.881775678,11.392990838,12.308045457,45222
08/12/2015,15.928269473,14.141826245,9.9452673181,18.256120388,7.4754113408,12.087794693,10.427226389,3.9998013117,14.056406155,21.191019866,56.063353542,10.900230896,4.5355476311,12.417917233,20.060207732,9.5207614123,21.104215048,12.013863311,6.4597972268,4.6434919895,5.3311178184,8.8485215699,29.022042414,9.5111238943,20.352169572,6.5974798358,6.516760335,4.7238252979,1.4612518498,3.41,11.036067062,19.649663443,18.728424093,4.2590083634,12.696904968,11.362609413,20.04986509,6.8475958833,14.840361693,13.577280262,0.12153020978,6.23,5.8764045929,12.614805205,8.3173300782,6.6209102156,10.356958772,37.47390755,16.637102488,11.965999426,4.2471651459,27.164889908,16.865355355,11.061078863,27.564014525,6.3685177917,31.496293141,28.023284175,1.7326213887,10.38269342,10.976001719,12.355936684,44443
09/12/2015,16.226814767,14.219051234,10.497295371,19.633940795,7.8213807913,12.46206114,10.951082261,4.2125567006,15.471922466,21.427563198,56.442751561,11.32233551,4.7057231539,13.101103618,21.053954379,9.7198647879,22.168075069,11.940384024,6.5848255602,4.9115520485,5.5650242674,9.115311165,28.410949944,9.9990789469,21.15291067,6.765212374,6.5703114629,4.6764923791,1.4799858479,3.51,11.63543967,19.691471237,19.357018781,4.4722469418,13.385706322,11.599330443,19.560843991,7.2154419432,15.367766564,14.306157672,0.12397610079,6.34,5.9912308896,13.35415683,9.2133422178,7.1037816478,10.613284842,39.666376352,17.161532892,12.244999413,4.3405094348,28.930607752,16.94271937,10.978104815,27.836027826,6.3323843574,31.402970791,29.079078406,1.7614984119,10.765917297,10.919460822,12.012716221,46108
10/12/2015,16.068761376,13.977723141,10.488533021,19.323931203,7.6051498847,11.971468635,10.477117425,4.3487201495,14.813542786,21.125766533,56.034169078,11.289229266,4.6391327319,12.996616288,20.436371717,9.4664604917,21.908597015,12.12408224,6.576490338,4.7559042723,5.6527391858,9.2842779086,28.789245283,9.951083368,20.782871223,6.6627091562,6.4302546669,4.7332918816,1.4518848507,3.34,11.882799794,19.273393292,19.273822425,4.4610650072,13.320491416,11.703487696,19.973982506,7.0739626894,15.416450091,13.902948892,0.12993796014,6.35,5.8764045929,13.219729261,8.9601213958,6.9180618662,10.481657941,38.108569572,16.573809163,12.020249423,4.3125061482,28.015654287,16.331543649,10.978104815,28.183600378,6.3233509989,29.4058725,28.676445013,1.7807497607,11.291736105,11.308179492,11.845096925,45630
11/12/2015,16.051199888,13.852232533,10.514820072,19.358376713,7.5557256775,11.769162448,10.387313561,4.2380873473,14.525501677,20.889223201,55.946615689,11.040932434,4.5133508237,13.181478487,20.340927124,9.4031094177,21.623171156,12.215931348,6.5848255602,4.8510223578,5.6624852879,9.5243885441,28.517648629,10.055073789,21.231771536,6.6813461049,6.3643455864,4.6291594602,1.3582148604,3.33,12.26335383,19.122885231,18.672959856,4.4317929271,13.320491416,12.034897137,19.973982506,6.9296538505,15.294741274,13.972735027,0.12275315528,6.42,5.9169315211,13.115853413,8.6192472122,6.7323420845,10.204548676,37.945096021,16.28446825,12.120999418,4.2098274304,28.25808288,16.586844899,10.850452434,27.956922627,5.9981500904,29.863152016,28.466180908,1.7326213887,10.881775678,11.605019203,11.733350727,45262
14/12/2015,15.849242778,14.045295007,10.490216218,19.11036904,7.6607521178,11.531452678,10.20271673,4.3487201495,13.910633993,20.987103201,55.547761361,11.231293338,4.2617870073,12.81175409,20.155652325,9.2764072696,21.588574082,11.940384024,6.4264563379,4.6261977922,5.467563247,9.4621376386,28.323651019,9.9430841048,20.788937444,6.5415689897,6.1789762974,4.5818265414,1.3207468642,3.35,12.21102765,18.913846258,18.839352567,4.2971413586,13.005979814,12.063303661,19.653589372,7.0173709879,15.091893247,13.794392682,0.11969579151,6.26,5.8696501049,12.761453461,8.5413331131,6.6951981282,10.419308357,37.434171416,15.913750205,12.268249411,4.1444864281,28.485359686,15.93698717,10.856835053,27.956922627,5.9258832218,29.5925172,27.835388591,1.6748673425,11.104580258,11.082015902,11.246456581,44747
15/12/2015,15.673627899,13.61090444,10.373857165,18.414569735,7.5186575221,11.582029225,10.362368043,4.5104142451,14.010951065,21.174706533,55.012712871,10.949890263,4.4319625302,13.133253565,19.931076812,9.2764072696,21.579924814,11.89445947,6.5181437824,4.6694332855,5.6429930838,9.4265656926,28.12965341,9.9430841048,20.534156185,6.5322505154,6.2613626481,4.638626044,1.3394808623,3.24,13.014948053,18.545937666,19.125917793,4.3205590227,13.089232885,11.608799284,19.400647424,6.986245552,15.11623501,13.569526247,0.13452400579,6.31,5.8291231766,13.030308597,8.8627287719,6.8902038989,10.39159743,36.37289336,16.175965408,12.353499407,4.1164831414,28.788395427,15.472803077,10.6717391,28.130708902,6.0975170346,29.42453697,27.942757496,1.6171132962,11.478891952,10.884122761,11.49389459,44872
16/12/2015,15.928269473,13.890845028,10.382807861,18.635021,7.6298619883,11.642721081,10.452171907,4.4593529518,13.793597408,21.509129864,55.4115672,11.173357411,4.6761274108,13.101103618,20.121965998,9.3216580368,21.666417498,11.940384024,6.5098085602,4.7559042723,5.6235008797,9.5332815306,28.585547792,9.903087789,20.382500674,6.5247957359,6.3643455864,4.6102262927,1.3582148604,3.24,13.081545009,18.186390633,19.199870109,4.2912869426,13.001354643,11.428891302,19.350059034,7.0202005729,15.051323641,13.569526247,0.14033299695,6.22,5.707542392,13.183067197,8.7166398361,6.7694860409,9.8304511694,35.697534598,16.112672083,12.361249407,4.0044699947,28.169304481,15.5888491,10.850452434,28.63695588,6.3775511503,29.10724098,28.027757879,1.5401079011,11.80864273,11.103224158,11.49389459,45015
17/12/2015,15.937050217,13.861885657,10.481265522,18.765913938,7.6669301437,11.960682088,10.678041893,4.3316997184,13.701640092,21.623323197,55.79096522,11.471313609,4.6095369888,13.461460314,20.256711306,9.5841124863,21.873999941,12.307780456,6.5348142269,4.7991397657,5.7014696961,9.6311043822,28.372150422,9.9590826311,20.564487288,6.5341142103,6.3107944584,4.5912931252,1.3675818594,3.15,13.2480374,18.729891962,19.754512481,4.396666431,13.223362833,11.883395678,18.970646112,7.1871460924,14.978298351,13.856424802,0.16204027971,6.22,6.0452667939,13.103632725,8.5900294251,6.6859121391,9.7681015848,37.115787999,16.492432031,12.702249391,4.0138044236,28.055565701,15.862036411,10.761095767,28.546284779,6.5130515288,29.816490841,27.98749454,1.4631025061,11.354121388,11.025182327,11.573713302,45261
18/12/2015,15.62972418,13.379229471,10.051632093,17.394982634,7.1047297867,11.296010383,10.268163079,4.340209934,13.333810828,22.267699859,55.674227367,10.674202508,4.4763561449,12.78553702,19.515612112,8.7967491376,21.130162854,11.866904738,6.3014280045,4.6694332855,5.5650242674,9.2131340166,27.54766058,9.5191231575,20.297573588,6.4651575001,6.2819592357,4.6670257953,1.4425178517,2.95,12.876997214,18.186390633,18.950281042,4.1859074542,12.455584508,11.97808409,18.473193614,6.9777567968,14.426551717,13.623916187,0.16051159782,6.25,5.9101770331,12.526205216,8.4342012269,6.5187643357,9.6295469524,34.732736365,15.913750205,12.08224942,3.9111257058,26.539048636,15.166264484,10.658973861,28.432945904,6.2962509232,29.57385273,27.781704139,1.3957227854,11.487804135,10.783962121,10.783508049,43910
